Title,Description,Date,Source,Annotation category,Annotation tone
A Swiftie’s Halloween Costume Joked That Taylor Swift Put Travis Kelce on the Map — He Loved It,"""You get a round of applause for that one. I enjoyed that,"" the Kansas City Chief's player said after watching a TikTok one fan made showing off her clever costume",2023-11-01T16:19:38Z,Rolling Stone,Romance,Positive
"Taylor Swift Just Announced New Eras Tour Tickets, and Here’s *Exactly* How to Snag Them","Brb, booking a flight to Vancouver immediately!",2023-11-03T16:21:00Z,Cosmopolitan.com,Performances,Neutral
The Beatles Dethrone Taylor Swift On Spotify,"The Beatles are back with their first new single in decades, and their fans are showing up to support the tune.",2023-11-03T15:00:44Z,Forbes,Musical Creation,Negative
What Lina Khan Could Learn About Amazon From Taylor Swift,"Like Swift, Amazon used to look up. The answer to Khan’s senseless lawsuit can be found in this truth.",2023-11-01T15:00:00Z,Forbes,Industry-specific Impact,Positive
"A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her ""Eras"" for up to $1,400 a night","The living area of Kelly Straka's Taylor Swift-themed Arizona Airbnb. Courtesy of Kelly Straka An Arizona Airbnb with rooms themed around Taylor Swift's different ""Eras"" is welcoming guests soon. The rooms are designed around ""1989 (Taylor's Version),"" ""Reput…",2023-11-01T16:22:08Z,Biztoc.com,Public Image & Media Perception,Positive
Travis Kelce Reacts to Costumes Inspired by Taylor Swift Romance,"Travis Kelce has mad love for what some people have done for Halloween to pay homage to him and Taylor Swift.
In fact, the Kansas City Chiefs tight end and his brother Jason Kelce critiqued fans'...",2023-11-01T16:08:35Z,Eonline.com,Romance,Neutral
Your Favorite Filmmakers Line Up to Praise Taylor Swift,"Not sure if you've heard, but Taylor Swift is coming off one of the most successful tours of all time, and has a movie in theaters that's doing gangbusters right now. We covered how Taylor Swift got her exclusive deal with AMC, and now many famous filmmakers …",2023-11-03T22:15:02Z,Nofilmschool.com,Public Image & Media Perception,Positive
Taylor Swift May Replace Herself Atop The Hot 100 Next Week,"Taylor Swift may replace herself at No. 1 on the Hot 100 net week, swapping ""Is It Over Now?"" for current ruler ""Cruel Summer.""",2023-11-03T12:00:00Z,Forbes,Musical Creation,Positive
Taylor Swift Breaks Her Tie With Justin Bieber As ‘Cruel Summer’ Gains Again,"Taylor Swift's single ""Cruel Summer"" becomes the most-streamed song in America for the first time this week, helping her make history once more.",2023-11-02T12:55:35Z,Forbes,Musical Creation,Positive
Taylor Swift Breaks The Record For The Largest Vinyl Sales Week Ever With ‘1989 (Taylor’s Version),"Taylor Swift's 1989 (Taylor's Version) has sold at least 580,000 copies on vinyl alone in less than a week, which is a new record in America.",2023-11-03T15:15:22Z,Forbes,Musical Creation,Positive
"Taylor Swift, Beyonce Headline The List Of Top-Grossing Summer Tours 2023 | Forbes","Enthusiastic music fans had a summer filled with A-liners hitting the stage all around the world.  P!ink was the first woman to headline a tour in Wisconsin, Taylor Swift walked her Runway in over 50 shows throughout the United States.",2023-11-04T14:04:16Z,Forbes,Performances,Positive
Taylor Swift Claims The Three Bestselling Albums In America In 2023,"Taylor Swift now claims the top three bestselling albums in the U.S. in 2023, led by 1989 (Taylor's Version). It's followed by Midnights and Speak Now (Taylor's Version).",2023-11-05T14:00:00Z,Forbes,Musical Creation,Neutral
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’,Taylor Swift is back at No. 1 on the Billboard 200 with 1989 (Taylor's Version). The re-recorded take of her pop blockbuster 1989 debuts in first place on the ranking of the top-consumed albums in the U.S. with the largest starting sum of 2023 by a significan…,2023-11-05T20:32:06Z,Biztoc.com,Musical Creation,Positive
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’,Taylor Swift's 1989 (Taylor's Version) debuts at No. 1 on the Billboard 200 with the largest sales sum of 2023—and the first with more than one million copies.,2023-11-05T20:17:47Z,Forbes,Musical Creation,Positive
Taylor Swift Matches Olivia Rodrigo With Another Global No. 1 Single,"As Taylor Swift's ""Cruel Summer"" hits No. 1 on the Billboard Global 200, she ties Olivia Rodrigo for the most leaders among women of all time.",2023-11-01T13:30:00Z,Forbes,Musical Creation,Neutral
Taylor Swift to bring Eras Tour to Vancouver for 3 nights in December 2024,Taylor Swift is preparing to bring her Eras Tour to Vancouver for three nights next December.,2023-11-02T15:21:45Z,CBC News,Performances,Neutral
Taylor Swift Notches 13th No. 1 Album with 1989 (Taylor’s Version),Taylor Swift has added to her record of most No. 1 albums by a female artist with 1989 (Taylor's Version). Read more details about her chart feat here.,2023-11-05T20:11:04Z,Consequence.net,Musical Creation,Positive
Taylor Swift Fans Have Been Camping Out for Her Argentina Shows Since June,"Hundreds of fans have been taking shifts since June to man four tents outside an arena in Buenos Aires ahead of Swift's shows next week.
Taylor Swift Fans Have Been Camping Out for Her Argentina Shows Since June
Jo Vito",2023-11-03T14:28:37Z,Consequence.net,Public Image & Media Perception,Positive
Will Taylor Swift be at the Chiefs’ game in Germany? Travis Kelce wouldn’t say,Travis Kelce declined to discuss Taylor Swift’s status for the Chiefs' game Sunday in Germany — but left the door open.,2023-11-03T18:37:03Z,Fox Sports,Romance,Neutral
Travis Kelce Thinks It’s “Cool” Everyone Dressed Up As Him and Taylor Swift For Halloween,"It was “a Kelce Halloween,"" according to the Kansas City Chiefs player.",2023-11-01T16:11:48Z,Vanity Fair,Romance,Neutral
Travis Kelce's Stylist Addresses Viral Taylor Swift Curtain Pants Theory,"Tell me more, tell me more. ",2023-11-02T12:30:00Z,Cosmopolitan.com,Performances,Neutral
"Fact Check: Elon Musk Tweeted, 'I’d Rather Break My Leg Than See Taylor Swift During an NFL Game'?","In October 2023, Elon Musk tweeted, ""I’d rather break my leg than see Taylor Swift during an NFL game.""",2023-11-03T18:59:00Z,Snopes.com,Public Image & Media Perception,Neutral
Deadpool 3’s Taylor Swift X-Men Theory Would Repeat A Massive Phase 4 Hero Issue,Rumors surrounding Taylor Swift's involvement in Deadpool 3 as one of the X-Men may come with a massive issue that began in MCU phase 4.,2023-11-05T13:00:14Z,Screen Rant,Public Image & Media Perception,Negative
"Taylor Swift’s 1989 (Taylor’s Version) Debuts At #1, Most First-Week Sales For An Album Since 2015","Taylor Swift’s 1989 (Taylor’s Version) debuted at #1 on the Billboard 200 chart this week with 1.653 million equivalent album units in the US. As Billboard reports, that’s the largest sales week for any album since Adele’s 25 debuted with 3.482 million units …",2023-11-05T20:51:07Z,Stereogum,Musical Creation,Neutral
18 Instagram Captions Inspired by Taylor Swift Lyrics,Look what you made me do.,2023-11-01T16:35:00Z,Cosmopolitan.com,Musical Creation,Neutral
Travis Kelce Provides Latest Update On Taylor Swift Relationship Following Report About Safety Concerns,"Travis Kelce is giving a status report on his relationship with Taylor Swift. The 34-year-old football star and the 33-year-old pop titan have generated endless headlines since becoming Hollywood’s hottest couple. In a recent interview, he was asked for the “…",2023-11-03T17:54:08Z,Just Jared,Romance,Neutral
Selena Gomez & Gigi Hadid Join Taylor Swift & Sophie Turner's Star-Studded Girls Night Out (More Photos!),Taylor Swift and Sophie Turner‘s girls night out in New York City is even more star-studded than we initially thought! The pop star and Game of Thrones actress were spotted grabbing a bite to eat at Bond St Sushi on Saturday night (November 4) with three Kans…,2023-11-05T00:42:17Z,Just Jared,Personal Life,Neutral
"Taylor Swift & Sophie Turner Get Dinner with 3 Chiefs WAGs, Including Brittany Mahomes! (Photos)","Taylor Swift is enjoying a girls night out with some of her very famous friends, including Sophie Turner and Brittany Mahomes, while Travis Kelce is in Germany for a game! On Saturday (November 4), the 33-year-old “Blank Space” superstar and her friends grabb…",2023-11-04T23:45:52Z,Just Jared,Personal Life,Neutral
"Taylor Swift Shatters Records With '1989 (Taylor's Version),' Outsells the Original Album's Release Numbers!","Taylor Swift’s 1989 (Taylor’s Version) is a massive success. The latest re-recording from the 33-year-old singer-songwriter debuted at No. 1 on the Billboard 200, Top Album Sales, Vinyl Albums and Top Streaming Albums charts as of Sunday (November 5), moving …",2023-11-05T20:19:19Z,Just Jared,Musical Creation,Positive
Travis Kelce Reacts to People Dressing Up as Him & Taylor Swift for Halloween,"Travis Kelce is reacting to all of your costumes! The 34-year-old Kansas City Chiefs tight end reacted to all of the Halloween costumes this year on the latest episode of New Heights with his brother Jason Kelce. During the episode, the brothers addressed the…",2023-11-01T16:10:47Z,Just Jared,Romance,Neutral
Flavor Flav Reps Taylor Swift Merch at the Rock & Roll Hall of Fame Induction Ceremony,"Flavor Flav is showing off some Taylor Swift merch! The 64-year-old rapper, who is a Hall of Famer himself, attended the 2023 Rock & Roll Hall of Fame Induction Ceremony at the Barclays Center in Brooklyn on Friday (November 3). For the special occasion, he w…",2023-11-04T15:34:36Z,Just Jared,Public Image & Media Perception,Neutral
Ticketmaster and Taylor Swift,What’s the deal with Ticketmaster and concert fans? Taylor Swift fans were upset at Ticketmaster when the company canceled the general sale of tickets for the first leg of her U.S. tour. And then they were equally frustrated with the inability to get tickets.…,2023-11-02T19:07:13Z,Econlib.org,Public Image & Media Perception,Negative
Travis Kelce won't say whether Taylor Swift will be at Sunday's Germany game,Everyone who is anyone will be at the biggest game the NFL has ever sent to foreign soil.,2023-11-03T20:42:11Z,NBCSports.com,Romance,Neutral
"A youth festival in Bedok is giving away a Taylor Swift concert ticket, winner to watch show with MP Tan Kiat How","The winner will be selected through a lucky draw and will watch Taylor Swift's concert in Singapore with Senior Minister of State of Communications and Information and Member of Parliament for East Coast GRC, Mr Tan Kiat How.",2023-11-03T05:02:57Z,CNA,Performances,Neutral
"Taylor Swift’s ‘1989 (Taylor’s Version)’ Has A Big, Big, Really Big Sales Debut","Taylor Swift just had a week where the biggest news wasn’t Travis Kelce. Continuing to add to her billion-dollar empire, Taylor Swift’s 1989 (Taylor’s Version) bowed this week at #1 on the Billboard 200, Top Album Sales, Vinyl Albums and Top Streaming Albums …",2023-11-05T21:04:08Z,Deadline,Musical Creation,Positive
Travis Kelce Said He Wants To 'Find A Breeder' Months Before His Taylor Swift Romance,"“Slowing getting over Travis bc why is he calling women ‘breeders,’” one Swiftie tweeted in light of the resurfaced remarks.",2023-11-04T12:00:12Z,HuffPost,Romance,Negative
The Taylor Swift And Travis Kelce Relationship Is Its Own Economy,"Brands, food companies and independent Etsy sellers are profiting off this budding romance.",2023-11-05T12:00:00Z,HuffPost,Industry-specific Impact,Positive
Travis Kelce Reacts To People Dressing Up As Him And Taylor Swift For Halloween,"The NFL star and his brother, Jason Kelce, couldn't stop praising a particularly creative couple's costume on the latest episode of their podcast, ""New Heights.""",2023-11-01T21:55:19Z,HuffPost,Romance,Neutral
Taylor Swift Fans Recoil: Does Travis Kelce See Her as His “Breeder?”,"For the most part, Taylor Swift’s fans have enjoyed her Travis Kelce era. It turns out that dating a notorious …
Taylor Swift Fans Recoil: Does Travis Kelce See Her as His “Breeder?” was originally published on The Hollywood Gossip.",2023-11-01T20:41:08Z,The Hollywood Gossip,Romance,Negative
Taylor Swift Grabs Dinner With Selena Gomez and Brittany Mahomes While Chiefs Play in Germany,"Taylor, Selena, and Brittany were joined by Gigi Hadid, Sophie Turner, and Cara Delevingne.",2023-11-05T12:26:00Z,Cosmopolitan.com,Personal Life,Neutral
Why Record Labels Are Upset With Taylor Swift’s Success,"Major labels are reportedly trying to keep artists from re-recording their songs for longer periods, and in some cases, never again. Here's why.",2023-11-03T18:20:26Z,Forbes,Industry-specific Impact,Negative
Trump Draws Bonkers Comparison Between Jan. 6 Rioters Song And Taylor Swift,"The former president boasted about his brief musical success over the ""Blank Space"" singer-songwriter during a rally on Thursday.",2023-11-03T10:27:18Z,HuffPost,Public Image & Media Perception,Neutral
Rogers Proudly Presents Taylor Swift | The Eras Tour in Vancouver,"(marketscreener.com) Company to give away hundreds of premium seats with national contest for Vancouver and Toronto shows VANCOUVER, British Columbia, Nov. 02, 2023 -- Rogers Communications Inc. announced today it is the proud presenting sponsor of Taylor Swi…",2023-11-02T15:02:01Z,Marketscreener.com,Performances,Neutral
Rogers Proudly Presents Taylor Swift | The Eras Tour in Vancouver,Rogers Communications Inc. announced today it is the proud presenting sponsor of Taylor Swift | The Eras Tour in Vancouver. ......,2023-11-02T15:01:00Z,GlobeNewswire,Performances,Neutral
Taylor Swift Adds 2024 Vancouver Dates To Eras Tour,"Vancouver Swifties will have an extra something to celebrate next holiday season: Taylor Swift has added three dates in the city to the 2024 leg of her Eras Tour. The new dates are Dec. 6, 7 and 8, 2024, at B.C. Place in Vancouver, British Columbia. Gracie Ab…",2023-11-02T17:42:10Z,Biztoc.com,Performances,Neutral
Gigi Hadid Puts a Colorful Twist on Fall Layering With Some Taylor Swift Merch,Street style (Taylor’s version),2023-11-03T18:44:00Z,Cosmopolitan.com,Personal Life,Neutral
"Which Taylor Swift Boyfriend Are You, According to Your Zodiac Sign","PopSugar merges the world of Astrology with Taylor Swift's ex-boyfriends....Ready For It?Aries: March 21-April 19Matty Healy""He likes to provoke a response out of people,"" a source told People at the time of their split.That fiery energy certainly feels repre…",2023-11-04T20:50:27Z,Livejournal.com,Romance,Neutral
Taylor Swift Fatigue with the New Capital One Venture X Commercial,"I'm feeling Taylor Swift fatigue with the new Capital One Venture X commercial. The Capital One Venture X card's 75k bonus and travel perks like lounge access and TSA Precheck credit speak for themselves.
The post Taylor Swift Fatigue with the New Capital One…",2023-11-02T14:55:20Z,Johnnyjet.com,Public Image & Media Perception,Negative
Customer says Airbnb host tried to upcharge upon reservation after realizing she was going to Taylor Swift concert,"A customer exposed an Airbnb host for allegedly trying to get her to “pay triple” after realizing she was planning a trip to see Taylor Swift in concert.


The customer and Swiftie, Ariel Stewart (@arielnicolestewart), recounted the incident in a series of Ti…",2023-11-04T15:06:25Z,The Daily Dot,Industry-specific Impact,Negative
Taylor Swift's Night Out With Selena Gomez & More Hits Different,"Welcome to girls' night, it's been waitin' for you.
Taylor Swift was joined by Selena Gomez, Sophie Turner, Gigi Hadid, Cara Delevigne and Brittany Mahomes for dinner at Bond St in New York City...",2023-11-05T18:11:30Z,Eonline.com,Personal Life,Positive
Taylor Swift’s ‘1989 (Taylor’s Version)’ Is The Bestselling Album Of 2023…After Only A Few Days,"Taylor Swift's new album 1989 (Taylor's Version) only needed five days to become the bestselling release of 2023, selling at least one million copies.",2023-11-04T13:00:00Z,Forbes,Musical Creation,Positive
Why Are Re-Recordings So Controversial For Music Labels? Taylor Swift's Success?,"Major labels are reportedly trying to keep artists from re-recording their songs for longer periods, and in some cases, never again. Here's why.",2023-11-03T18:20:26Z,Forbes,Industry-specific Impact,Negative
The Matildas are through to the final stage of Olympic qualifying and they're on a collision course with Taylor Swift,"The Matildas are in a great spot heading into an Olympic qualifier against Uzbekistan after topping their group, and now the search is on for a stadium big enough that isn't hosting a global pop star at the same time.",2023-11-01T23:43:41Z,ABC News (AU),Industry-specific Impact,Neutral
Travis Kelce Laughs at ‘Golden’ Halloween Costumes of Him and Taylor Swift,"Getty Images (2) Travis Kelce can’t get enough of people dressing up like him and Taylor Swift for Halloween. Travis, 34, reacted to singer Jax’s hilarious “On the Map” costume, which referenced the phrase that took over social media as fans debated whether t…",2023-11-01T18:40:52Z,Us Weekly,Romance,Neutral
"Taylor Swift, Brittany Mahomes and Sophie Turner Enjoy Night Out in NYC","Gotham/GC Images Taylor Swift enjoyed a Saturday night out with Brittany Mahomes and Sophie Turner. The singer, 33, was photographed in New York City on Saturday, November 4, as she headed to dinner with her pals. Swift embraced a “deep fall” look with a blac…",2023-11-05T01:23:47Z,Us Weekly,Personal Life,Neutral
"Taylor Swift fatigue, Chase will buy you food every month and West Maui reopens for tourism (Saturday Selection)","Chase wants to buy you junk food, West Maui is reopening for tourism and is there such a things too much Taylor Swift? All that and more in this week’s Saturday Selection, our weekly round-up of interesting tidbits from around the interwebs (links to each art…",2023-11-04T21:45:05Z,Frequentmiler.com,Public Image & Media Perception,Negative
Travis Kelce Plays Coy When Asked If He's 'In Love' With Taylor Swift,"Isaiah Vazquez/Getty Images; Amy Sussman/Getty Images Travis Kelce is — shockingly — keeping his mouth shut when it comes to answering questions about his relationship with Taylor Swift. Kelce, 34, was pressed about his “status” with Swift, 33, while speaking…",2023-11-03T19:45:48Z,Us Weekly,Romance,Neutral
Why Travis Kelce Won't Confirm If Taylor Swift Will Go to Next Chiefs Game,"Dustin Satloff/Getty Images Travis Kelce and his Kansas City Chiefs teammates have said guten tag to Frankfurt for their next away game — but he’s staying mum if Taylor Swift joined them. “When I mention — or everyone knows — she’s at the game, the Vegas [lin…",2023-11-04T13:34:49Z,Us Weekly,Romance,Neutral
Travis and Jason Kelce review Halloween costumes inspired by the Kelce family and Taylor Swift,The Chiefs' tight end and pop star wound up being a popular costume for couples this year,2023-11-01T19:42:46Z,CBS Sports,Romance,Neutral
Taylor Swift Adds Extra Shows to Canadian Leg of Eras Tour,"Taylor Swift will be spending a little extra time up north next year. Three months after announcing that her ongoing global Eras Tour will open for several shows in Toronto in 2024, the 33-year-old pop star has now added a trio of additional dates to her Cana…",2023-11-02T17:16:18Z,Biztoc.com,Performances,Neutral
Taylor Swift Named Apple Music's Artist of the Year,"Apple today announced that Taylor Swift has been named Apple Music's Artist of the Year for 2023 after reaching ""a new realm of superstardom this year.""





Swift released a new album last month called 1989 (Taylor's Version), and she has been on tour this y…",2023-11-08T16:15:03Z,MacRumors,Musical Creation,Neutral
Taylor Swift accused of witchcraft by MAGA pastor Hank Kunneman,"Hank Kunneman is employed as a MAGA pastor. It's not bad work if you can stomach spouting uncreative and discredited conspiracy theories to dimwitted, credulous, and perpetually enraged Trump worshippers. If you know who Kunneman is, you probably remember him…",2023-11-06T23:30:56Z,Boing Boing,Public Image & Media Perception,Negative
Taylor Swift Sets Grammy Awards Record With ‘Anti-Hero’ Nomination,The “Midnights” singer received six nominations in all.,2023-11-10T22:14:39Z,HuffPost,Musical Creation,Neutral
Taylor Swift named the Apple Music Artist of the Year: ‘2023 (Taylor’s Version)’,"Apple has named Taylor Swift the Apple Music Artist of the Year for 2023. “Across the charts, streams, and concert stadiums filled with screaming, bracelet-wearing super fans, Swift undeniably reached a new realm of superstardom this year,” Apple explains. 

…",2023-11-08T16:14:01Z,9to5Mac,Musical Creation,Neutral
Apple Music celebrates Taylor Swift as the Artist of the Year for 2023,"Taylor Swift has been named Apple Music's 2023 Artist of the Year, setting record-breaking milestones and receiving the prestigious Apple Music Award.Throughout the year, Swift achieved remarkable feats such as chart-topping songs, massive streaming numbers, …",2023-11-08T16:30:29Z,AppleInsider,Musical Creation,Neutral
How ‘The Marvels’ Can Benefit From ‘Taylor Swift: The Eras Tour’ Boost,Can a super-team-up between Taylor Swift and The Marvels bring audiences together so both films top the weekend box office charts?,2023-11-08T21:47:51Z,Forbes,Industry-specific Impact,Positive
Travis Kelce’s Plans to Cheer on Taylor Swift at Eras Tour Revealed,"Travis Kelce cheering on Taylor Swift never goes out of style.
And the tight end is officially continuing their love story in South America, as he's headed to Argentina to support the pop star...",2023-11-09T03:56:03Z,Eonline.com,Romance,Neutral
Swifties Think Taylor Swift Made a Big Revelation About Travis Kelce Onstage at the 'Eras Tour',"Taylor Swift returned to her Eras Tour on Thursday night (November 9), and some Swifties are convinced that she used the opportunity to make a big revelation about Travis Kelce. The 33-year-old pop titan took the stage at Estadio River Plate in Buenos Aires, …",2023-11-10T14:53:01Z,Just Jared,Romance,Neutral
When Is Taylor Swift: The Eras Tour Movie Leaving Theaters & Cinemas?,"Hitting the theaters on October 13, 2023, the Taylor Swift: The Eras Tour movie has performed extremely well at the domestic and worldwide box office. But, soaring past its fourth weekend, many fans across the world are wondering when the Eras tour will leave…",2023-11-07T16:41:55Z,ComingSoon.net,Performances,Neutral
Why Do Swifties Think Taylor Swift Wrote the 'Argylle' Novel?,"A few weeks ago, a new trailer caught my eye. It was for a spy comedy thriller called Argylle, and it looked like it was a ton of fun. Apparently, that movie is based on a book with the same title, which is set to be released on January 4, 2024. The adaptatio…",2023-11-09T18:20:02Z,Nofilmschool.com,Public Image & Media Perception,Neutral
"Grammy Nominations 2024: Taylor Swift, SZA, Phoebe Bridgers, and Victoria Monét Lead Nominees","Billie Eilish, Olivia Rodrigo, and Miley Cyrus also netted multiple nominations this year",2023-11-10T16:19:51Z,Pitchfork,Musical Creation,Neutral
"Taylor Swift Money Jar Goes Viral, Husband Makes Wife Pay For Taylor Talk","A husband's going viral for putting a Taylor Swift tip jar in his house, and making his wife pay up for every mention of the pop star OR her boyfriend, Travis Kelce! Maryland resident Dana Rice shared the clip of her hubby's new ""invention,""…",2023-11-09T15:10:58Z,TMZ,Public Image & Media Perception,Neutral
Taylor Swift Debuts On Brittany Mahomes' Instagram W/ Boozy Photo,Taylor Swift and Brittany Mahomes' friendship is Instagram official ... 'cause the wife of the Chiefs superstar QB finally shared a personal pic from their weekend in NYC where the singer spent some quality time with a few fellow K.C. WAGS! Of…,2023-11-07T22:17:26Z,TMZ,Personal Life,Neutral
Taylor Swift Tops ‘Canceled’ 2023 MTV EMA Awards,"Taylor Swift, Nicki Minaj, Jung Kook and Maneskin win big at ‘canceled’ 2023 MTV EMA Awards - see full winners list",2023-11-06T09:32:12Z,Rolling Stone,Musical Creation,Neutral
Is Taylor Swift’s ‘Eras Tour’ Concert Movie Coming To Streaming Soon?,"Since its theatrical release, the 'Eras Tour' film has been busy breaking box office records. Here's when Swifties may be able to stream the concert movie at home.",2023-11-08T18:20:00Z,Forbes,Performances,Neutral
"Taylor Swift, SZA, and Lana Del Rey Nominated for Album of the Year at the 2024 Grammys","Also in the running are Olivia Rodrigo, Boygenius, Janelle Monáe, Miley Cyrus, and Jon Batiste",2023-11-10T16:16:29Z,Pitchfork,Musical Creation,Neutral
Campaign fundraisers are hitting high notes at Taylor Swift and Beyoncé concerts,"Congressional candidates are getting creative, and having fun, as they raise cash (Taylor’s Version).",2023-11-08T10:00:00Z,Politico,Performances,Positive
Report: Travis Kelce to Visit Taylor Swift in Argentina amid Chiefs' Bye Week,"Travis Kelce is reportedly traveling to Argentina during the Kansas City Chiefs' bye week, and for good reason. Kelce will be traveling to the South American…",2023-11-09T14:48:14Z,Bleacher Report,Romance,Neutral
Why Travis Kelce Was MIA From Taylor Swift’s Argentina Eras Tour Stop,"They were jet set like Bonnie and Clyde...
But not quite yet. After Travis Kelce hinted that he might be joining girlfriend Taylor Swift in Argentina for her Eras World Tour stops, Swifties...",2023-11-10T13:20:24Z,Eonline.com,Romance,Neutral
Taylor Swift Goes Barbiecore in Pink Versace ‘Lovers’ Outfit for Eras Tour in Buenos Aires,"After a hiatus, Swift resumed the Eras Tour — in Versace.",2023-11-10T19:03:29Z,WWD,Performances,Neutral
Taylor Swift Takes 8 of the Top 10 on the Hot 100,"Swift holds most of the chart following the release of 1989 (Taylor's Version), with ""Is It Over Now?"" dethroning ""Cruel Summer"" for Number One",2023-11-06T19:25:49Z,Rolling Stone,Musical Creation,Neutral
"Album Of The Year Grammy Nominees Include boygenius, Lana Del Rey, Olivia Rodrigo, Taylor Swift","This year’s Grammy nominations are coming out this morning, and we now know who will compete for the year’s biggest prize. Eight albums have been nominated in the Album Of The Year category, and most of them are both critical and commercial heavyweights. Just…",2023-11-10T16:40:53Z,Stereogum,Musical Creation,Neutral
Taylor Swift Debuts New Pink 'Eras Tour' Outfit for First Show in Argentina (Photos),"Taylor Swift has debuted a new outfit for the South American leg of the Eras Tour! The 33-year-old singer wore a brand new pink costume for the Lover era performance, which kicked off the night on Thursday (November 9) at Estadio River Plate in Buenos Aires, …",2023-11-10T01:58:33Z,Just Jared,Performances,Neutral
"Taylor Swift Postpones Buenos Aires 'Eras Tour' Performance Hours Before She's Due Onstage, Reveals New Date","Taylor Swift just had to make a very hard choice in Buenos Aires, Argentina. On Friday (November 10), the 33-year-old hitmaker took to social media to reveal that she would have to postpone her second of three Eras Tour performance dates in the city. She expl…",2023-11-10T20:07:08Z,Just Jared,Performances,Negative
Here's What Travis Kelce Did While Taylor Swift Re-Started Her 'Eras Tour' in Argentina,"Fans are convinced that Taylor Swift gave Travis Kelce a meaningful shoutout while re-starting her Eras Tour in Argentina on Thursday night (November 9). However, the NFL star was not in the audience watching. The 33-year-old “Labyrinth” superstar took the st…",2023-11-10T15:55:50Z,Just Jared,Romance,Neutral
Taylor Swift and BTS superfans are rallying against Argentina’s far right,"Argentina’s presidential election will see a runoff on Nov. 19, between the center-left economy minister, Sergio Massa, and anti-establishment newcomer Javier Milei.Read more...",2023-11-07T18:16:46Z,Quartz India,Industry-specific Impact,Neutral
‘Did you SEE the way she smirked?’: Taylor Swift sings ‘Labyrinth’ on returning Eras Tour. Swifties say it’s a message to Travis Kelce,"Taylor Swift returned to the stage for the Eras Tour on Thursday night in Buenos Aires, shocking fans with the chosen surprise songs of the night. 


After performing the first surprise song, “The Very First Night” from her album Red (Taylor’s Version), she b…",2023-11-10T22:30:00Z,The Daily Dot,Romance,Neutral
Taylor Swift Reputation Stadium Tour Streaming: Watch & Stream Online via Netflix,"Taylor Swift Reputation Stadium Tour is a documentary movie that covers the fifty-three concerts that took place as part of the pop star’s Reputation Tour. It is directed by Paul Dugdale, produced by Taylor Swift Productions, Den of Thieves, and SR Films, and…",2023-11-06T10:16:46Z,ComingSoon.net,Performances,Neutral
Watch Taylor Swift Play “The Very First Night” And “Labyrinth” Live For The First Time In Buenos Aires,"Taylor Swift’s Eras Tour has gone worldwide. Tonight, she kicked off the international leg of her tour in Buenos Aires, Argentina at the Estadio Monumental, where fans have been camping out since June, according to Pitchfork. Lucky for them, the pop star gave…",2023-11-10T04:53:44Z,Stereogum,Performances,Neutral
Travis Kelce Hints He Could Join Taylor Swift in South America for 'Eras' Tour with 'Equator' Reference,"Is Travis Kelce planning to join Taylor Swift in South America for some of her Eras Tour stops while he’s on his off week in the NFL? While doing an ad for SeatGeek for the New Heights podcast, Jason asked if Travis had any big plans coming up. Keep reading t…",2023-11-08T15:57:59Z,Just Jared,Romance,Neutral
Taylor Swift Postpones Buenos Aires Concert As “Truly Chaotic” Weather Hits City,"Taylor Swift has postponed tonight’s Eras Tour concert in Buenos Aires due to what she called “truly chaotic” weather, a description that might also apply to the media frenzy with the arrival in Argentina last night of Travis Kelce. The Kansas City Chiefs tig…",2023-11-10T21:48:52Z,Deadline,Public Image & Media Perception,Neutral
Gannett hired a Taylor Swift writer. Now what?,"I have to admit, the first quote I saw from the new Taylor Swift beat writer for Gannett made me roll my eyes and shake my head. Bryan West, the […]
The post Gannett hired a Taylor Swift writer. Now what? appeared first on Poynter.",2023-11-07T12:30:20Z,Poynter,Industry-specific Impact,Neutral
‘Dancing With The Stars’ Announces First Taylor Swift Night,"ABC finally confirmed that there will be a Taylor Swift-themed night on 'Dancing With the Stars' this season. Here's when to tune into “A Celebration of Taylor Swift.""",2023-11-06T14:09:58Z,Forbes,Industry-specific Impact,Neutral
Taylor Swift & Magic Johnson’s Financial Playbook: Compounding Wealth Like Billionaires,Taylor Swift and Magic Johnson are newly-minted billionaires through their talent. But this simple investment strategy could offer anyone a path to wealth.,2023-11-06T18:42:48Z,Forbes,Industry-specific Impact,Neutral
Travis Kelce Touches Down in Argentina Ahead of Taylor Swift's Next 'Eras Tour' Performance,"It looks like Travis Kelce will be cheering on Taylor Swift at her next Eras Tour performance. After missing the 33-year-old “Blank Space” superstar’s first show back on the road on Thursday night (November 9), Travis touched down in Buenos Aires, Argentina o…",2023-11-10T17:59:28Z,Just Jared,Romance,Neutral
Taylor Swift's Remaining Surprise Songs for Eras Tour: Every Song She Hasn't Performed Yet,Taylor Swift performs two surprise songs for the acoustic set during every show of her Eras Tour and she has already performed a ton of incredible tracks during the first U.S. leg. The 33-year-old singer is getting ready to launch the South American leg of th…,2023-11-08T19:59:35Z,Just Jared,Performances,Neutral
